,date,new_cases,new_deaths,new_tests,year,day,weekdays,month,total_tests,total_deaths,total_cases,location,continent,population,life_expectancy,hospital_beds_per_thousand,gdp_per_capita,cases_per_million
41,2020-02-10,0.0,0.0,,2020,10,0,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
42,2020-02-11,0.0,0.0,,2020,11,1,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
43,2020-02-12,0.0,0.0,,2020,12,2,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
44,2020-02-13,0.0,0.0,,2020,13,3,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
45,2020-02-14,0.0,0.0,,2020,14,4,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
46,2020-02-15,0.0,0.0,,2020,15,5,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
47,2020-02-16,0.0,0.0,,2020,16,6,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
48,2020-02-17,0.0,0.0,,2020,17,0,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
49,2020-02-18,0.0,0.0,,2020,18,1,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
50,2020-02-19,0.0,0.0,,2020,19,2,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
51,2020-02-20,0.0,0.0,,2020,20,3,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
52,2020-02-21,0.0,0.0,,2020,21,4,2,,0.0,3.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.04961808299940915
53,2020-02-22,14.0,0.0,,2020,22,5,2,,0.0,17.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.28116913699665186
54,2020-02-23,62.0,2.0,,2020,23,6,2,,2.0,79.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1.3066095189844409
55,2020-02-24,53.0,0.0,,2020,24,0,2,,2.0,132.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,2.1831956519740023
56,2020-02-25,97.0,4.0,,2020,25,1,2,,6.0,229.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,3.7875136689548983
57,2020-02-26,93.0,5.0,,2020,26,2,2,,11.0,322.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,5.325674241936582
58,2020-02-27,78.0,1.0,,2020,27,3,2,,12.0,400.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,6.61574439992122
59,2020-02-28,250.0,5.0,,2020,28,4,2,,17.0,650.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,10.750584649871982
60,2020-02-29,238.0,4.0,,2020,29,5,2,,21.0,888.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,14.686952567825108
61,2020-03-01,240.0,8.0,,2020,1,6,3,,29.0,1128.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,18.656399207777838
62,2020-03-02,561.0,6.0,,2020,2,0,3,,35.0,1689.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,27.93498072866735
63,2020-03-03,347.0,17.0,,2020,3,1,3,,52.0,2036.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,33.67413899559901
64,2020-03-04,466.0,28.0,,2020,4,2,3,,80.0,2502.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,41.38148122150723
65,2020-03-05,587.0,27.0,,2020,5,3,3,,107.0,3089.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,51.09008612839162
66,2020-03-06,769.0,41.0,,2020,6,4,3,,148.0,3858.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,63.80885473724016
67,2020-03-07,778.0,49.0,,2020,7,5,3,,197.0,4636.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,76.67647759508694
68,2020-03-08,1247.0,36.0,,2020,8,6,3,,233.0,5883.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,97.30106076184134
69,2020-03-09,1492.0,133.0,,2020,9,0,3,,366.0,7375.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,121.97778737354749
70,2020-03-10,1797.0,98.0,,2020,10,1,3,,464.0,9172.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,151.69901909019356
71,2020-03-11,977.0,167.0,,2020,11,2,3,,631.0,10149.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,167.85797478700115
72,2020-03-12,2313.0,196.0,,2020,12,3,3,,827.0,12462.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,206.1135167795456
73,2020-03-13,2651.0,189.0,,2020,13,4,3,,1016.0,15113.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,249.95936279002348
74,2020-03-14,2547.0,252.0,,2020,14,5,3,,1268.0,17660.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,292.0851152565219
75,2020-03-15,3497.0,173.0,,2020,15,6,3,,1441.0,21157.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,349.9232606728331
76,2020-03-16,2823.0,370.0,,2020,16,0,3,,1811.0,23980.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,396.6138767752771
77,2020-03-17,4000.0,347.0,,2020,17,1,3,,2158.0,27980.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,462.7713207744893
78,2020-03-18,3526.0,347.0,,2020,18,2,3,,2505.0,31506.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,521.0891076597949
79,2020-03-19,4207.0,473.0,,2020,19,3,3,,2978.0,35713.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,590.6701993859663
80,2020-03-20,5322.0,429.0,,2020,20,4,3,,3407.0,41035.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,678.6926786269181
81,2020-03-21,5986.0,625.0,,2020,21,5,3,,4032.0,47021.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,777.6972935717392
82,2020-03-22,6557.0,795.0,,2020,22,6,3,,4827.0,53578.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,886.1458836474478
83,2020-03-23,5560.0,649.0,,2020,23,0,3,,5476.0,59138.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,978.1047308063527
84,2020-03-24,4789.0,601.0,,2020,24,1,3,,6077.0,63927.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1057.3117306344095
85,2020-03-25,5249.0,743.0,,2020,25,2,3,,6820.0,69176.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1144.1268365223757
86,2020-03-26,5210.0,685.0,,2020,26,3,3,,7505.0,74386.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1230.2969073313495
87,2020-03-27,6153.0,660.0,,2020,27,4,3,,8165.0,80539.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1332.0635955631378
88,2020-03-28,5959.0,971.0,,2020,28,5,3,,9136.0,86498.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1430.6216477609642
89,2020-03-29,5974.0,887.0,,2020,29,6,3,,10023.0,92472.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1529.4277903737875
90,2020-03-30,5217.0,758.0,,2020,30,0,3,,10781.0,97689.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1615.71363670976
91,2020-03-31,4050.0,810.0,,2020,31,1,3,,11591.0,101739.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1682.6980487589624
92,2020-04-01,4053.0,839.0,,2020,1,2,4,,12430.0,105792.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1749.7320788911643
93,2020-04-02,4782.0,727.0,,2020,2,3,4,,13157.0,110574.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1828.8233031922223
94,2020-04-03,4668.0,760.0,,2020,3,4,4,,13917.0,115242.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1906.029040339303
95,2020-04-04,4585.0,764.0,,2020,4,5,4,,14681.0,119827.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,1981.8620105234
